step,reward,critic_loss,actor_loss,alpha
10000,-58.62661101876066,0.1124730110168457,-22.790634155273438,0.06719275563955307
20000,-37.325543586851744,0.13904869556427002,0.6902874708175659,0.004286119714379311
30000,129.36065589022215,0.7257689237594604,-3.2696890830993652,0.0050834771245718
40000,434.73045125727424,3.235095977783203,-13.897924423217773,0.011095285415649414
50000,641.9119669581753,6.19770622253418,-30.004404067993164,0.016545388847589493
60000,357.38096791104607,8.587972640991211,-47.440067291259766,0.021714191883802414
70000,731.7048709957267,12.287022590637207,-67.85936737060547,0.0240994431078434
80000,843.8801288493765,10.998300552368164,-68.94775390625,0.023075880482792854
90000,798.4611530349586,15.398740768432617,-75.1691665649414,0.020293401554226875
100000,828.8793070713458,4.521070957183838,-76.21517181396484,0.01588684320449829
110000,794.0236986849665,6.026308536529541,-69.41688537597656,0.014017224311828613
120000,223.80447869137896,8.349364280700684,-55.411964416503906,0.02237769216299057
130000,776.2258466617643,9.621048927307129,-67.58575439453125,0.016488831490278244
140000,198.7497062567572,10.73485279083252,-49.20793151855469,0.02087630331516266
150000,797.6069078883937,13.147621154785156,-47.15866470336914,0.014583288691937923
160000,705.8601067567384,9.703655242919922,-44.16909408569336,0.016273124143481255
170000,770.1837608555978,27.222623825073242,-51.016090393066406,0.02000812068581581
180000,801.5531121062596,8.932395935058594,-43.976558685302734,0.019475510343909264
190000,765.2039872598607,9.895381927490234,-48.09953308105469,0.018762892112135887
200000,640.083726627345,7.055961608886719,-57.23162841796875,0.018423276022076607
210000,462.42361477463965,7.7621049880981445,-54.98274612426758,0.018795320764183998
220000,522.462071848872,11.307256698608398,-51.32322692871094,0.018957074731588364
230000,388.35543955312124,7.188178062438965,-50.15943145751953,0.01604398898780346
240000,614.9385329317515,6.16654109954834,-52.8107795715332,0.016682997345924377
250000,442.1241157727815,5.276858329772949,-48.27873992919922,0.015527501702308655
260000,590.5366472470963,5.255738258361816,-43.15506362915039,0.015363785438239574
270000,628.5066529232197,4.0894622802734375,-42.69920349121094,0.014082442969083786
280000,377.5993299643418,4.959413528442383,-36.84406661987305,0.016059763729572296
290000,319.54453495191774,5.73551082611084,-44.138275146484375,0.01269487850368023
300000,693.7375226331885,8.334232330322266,-37.255680084228516,0.011819946579635143
310000,35.95642155316231,0.20983807742595673,-5.196210861206055,0.05245214328169823
320000,-78.22857453886857,0.18786685168743134,3.794922351837158,0.0030892640352249146
330000,-65.17936510697524,0.19581077992916107,6.226496696472168,0.0014802567893639207
340000,-72.71869364665079,0.13320185244083405,6.934064865112305,0.0014971508644521236
350000,-68.80437692327935,0.20473283529281616,6.66146993637085,0.0010799926239997149
360000,15.947708153183745,0.3267033100128174,7.760367393493652,0.001147572067566216
370000,142.83462527476755,0.5344033241271973,6.212418556213379,0.0017982787685468793
380000,143.792137006839,0.831261157989502,1.8749876022338867,0.002812490565702319
390000,205.9470481237454,0.8808012008666992,-5.285147666931152,0.005298572592437267
400000,357.56960666321345,0.6406328678131104,-8.369502067565918,0.007899029180407524
410000,367.56603988264436,0.7907668352127075,-12.471744537353516,0.01069818064570427
420000,61.76491714648682,1.030725121498108,-11.247086524963379,0.00937906838953495
430000,355.9156737248909,0.8068152666091919,-9.945693969726562,0.0072888596914708614
440000,245.63324184013715,1.2420001029968262,-9.812767028808594,0.006221650633960962
450000,307.87742847525726,1.5002431869506836,-11.196314811706543,0.008385495282709599
460000,109.07818453697674,0.8339555263519287,-8.587162017822266,0.004888911731541157
470000,222.7567227668691,1.0415141582489014,-11.550929069519043,0.005224077496677637
480000,58.00963094588518,1.0285181999206543,-12.994327545166016,0.005857550539076328
490000,82.65891586647554,1.2478991746902466,-13.970109939575195,0.006254608742892742
500000,68.28598248083979,1.6014281511306763,-11.519706726074219,0.005850946065038443
510000,15.57604703741691,1.1476606130599976,-9.167850494384766,0.005469586234539747
310000,580.2313913132448,0,0,0
320000,694.1909028971528,94.62310028076172,-9.585672378540039,0.9997000694274902
330000,-73.33153888299759,1.2408380508422852,-10.484196662902832,0.04934550076723099
340000,-21.043487297350577,0.21121570467948914,1.7655184268951416,0.0028783357702195644
310000,665.806095933702,0,0,0
320000,588.4810952531057,54.97818374633789,-13.961418151855469,0.00999700091779232
330000,-81.89726630500998,0.9666060209274292,-2.6914591789245605,0.002526914468035102
340000,-54.185974237446956,0.19825521111488342,3.6822447776794434,0.00115334487054497
310000,618.7910729213843,0,0,0
320000,737.998686593631,0,0,0
330000,605.087916462862,0,0,0
340000,702.2669877074002,0,0,0
350000,726.2338940753494,95.06629180908203,-11.837973594665527,0.00999700091779232
360000,7.656111256535793,1.398790717124939,3.5261287689208984,0.00533092999830842
310000,652.1525073829567,0,0,0
320000,647.8239506618416,0,0,0
330000,491.9941641932237,0,0,0
340000,589.0089462264033,0,0,0
350000,559.9511674533596,61.406028747558594,-13.423283576965332,0.00999700091779232
360000,351.19980342657817,4.309370517730713,-11.661741256713867,0.008991215378046036
370000,516.8657736523533,6.199143886566162,-7.644792556762695,0.010936668142676353
380000,361.1851304933747,3.690122604370117,-11.215282440185547,0.014157461002469063
390000,451.5753815969538,2.5502419471740723,-13.665239334106445,0.01816842518746853
400000,355.51007589129165,2.9234840869903564,-15.97903060913086,0.020975004881620407
410000,350.9178357303135,4.7009358406066895,-17.67348289489746,0.02328174188733101
420000,439.57918485305834,5.731783390045166,-18.009767532348633,0.025136716663837433
430000,425.99290479624267,4.833770751953125,-17.105602264404297,0.023800717666745186
440000,448.27152691173285,2.9228291511535645,-14.261852264404297,0.02588004060089588
450000,373.5283003711543,4.458723068237305,-13.522592544555664,0.029631944373250008
460000,599.1568468373324,3.0079588890075684,-15.147459983825684,0.027725286781787872
470000,465.68266088994153,4.252261638641357,-17.10547637939453,0.026145873591303825
480000,468.84559153183216,2.987339973449707,-15.685920715332031,0.025828279554843903
490000,453.0584095799336,5.664687156677246,-15.867271423339844,0.029278628528118134
500000,361.2843740272563,5.588059425354004,-14.905550003051758,0.029048262163996696
510000,492.27450232596584,4.384227275848389,-9.16214370727539,0.026180699467658997
520000,151.7104925712361,5.051238536834717,-12.688140869140625,0.02408578060567379
530000,246.85847992483946,4.943900108337402,-13.73764419555664,0.026485810056328773
520000,538.7682026085207,145.6869659423828,6.675102233886719,0.02617504820227623
530000,-51.608342094785144,0.9204196929931641,13.995132446289062,0.0030645013321191072
540000,-85.05027315033355,0.7074193954467773,17.90133285522461,0.0021155124995857477
550000,-82.79336029737235,0.6177463531494141,14.643669128417969,0.0013527094852179289
520000,496.51537239473146,122.09004974365234,7.792433261871338,0.019995197653770447
530000,54.1172624863573,2.9189555644989014,2.196499824523926,0.016156451776623726
540000,62.873474556203085,3.0452828407287598,1.9528379440307617,0.011968649923801422
550000,299.4220398212857,2.1510086059570312,5.2243146896362305,0.013879970647394657
560000,276.3254708335397,2.309095859527588,4.80307674407959,0.011542107909917831
570000,303.92449605407324,2.547544240951538,-0.728955864906311,0.011155934073030949
580000,318.43133967934955,2.5231211185455322,-2.257293462753296,0.010660085827112198
590000,187.4279720008957,2.242004871368408,-2.854689598083496,0.008735410869121552
600000,294.4627826981183,3.9153199195861816,-7.457070350646973,0.00874684751033783
610000,304.610126774658,5.200984954833984,-4.847195625305176,0.0067584700882434845
620000,82.28088642382559,2.1706032752990723,-2.286046266555786,0.0056704203598201275
630000,316.8174864065078,2.6254777908325195,-5.138083457946777,0.004557495005428791
640000,29.48786079854449,5.256837844848633,-7.287919998168945,0.004492603242397308
650000,287.83427174892194,3.501765727996826,-2.3268775939941406,0.003723930101841688
660000,10.289629137155368,2.96014404296875,-4.050646781921387,0.00365638779476285
670000,46.62974931502925,1.7268140316009521,-0.1559513807296753,0.004123283550143242
520000,214.6612590698382,2.1970155239105225,-7.209954261779785,0.02552695758640766
530000,144.25629540427295,18.659011840820312,-12.230860710144043,0.03711126744747162
540000,297.35488551973583,14.911670684814453,-14.4136323928833,0.05838824063539505
550000,19.506230762662085,270.6285095214844,-26.120424270629883,0.0705692395567894
560000,31.361625188552477,171.15164184570312,-6.071145057678223,0.08297017961740494
520000,461.27269959624,136.35052490234375,4.602428913116455,0.019997013732790947
530000,13.979296663626016,3.1977524757385254,3.416259288787842,0.01872258447110653
540000,49.394950325926615,2.735717296600342,5.7639970779418945,0.018461987376213074
520000,458.0553084731053,0,0,0
530000,353.90360296900826,0,0,0
540000,400.7336505275524,0,0,0
550000,273.7630189152834,0,0,0
560000,347.2203205642196,180.5592498779297,4.5578742027282715,0.019996371120214462
570000,-38.27036510170802,1.8860466480255127,10.411266326904297,0.009999999776482582
580000,356.15791828655756,1.9330871105194092,8.44590950012207,0.009999999776482582
590000,343.70691880017665,2.3364455699920654,5.979076862335205,0.014776553958654404
600000,397.37855631170925,2.0361924171447754,3.6528093814849854,0.016307372599840164
610000,429.5395854705086,3.2414824962615967,-3.3390283584594727,0.02140534296631813
620000,190.47658142510448,2.686784267425537,-1.8813645839691162,0.02444722317159176
630000,348.9259317924519,3.00490403175354,-7.915247917175293,0.022613700479269028
640000,380.0104088193988,3.0118937492370605,-4.014934062957764,0.024807771667838097
650000,272.31868613402906,2.6285901069641113,-8.397890090942383,0.023112831637263298
660000,528.4570713655023,6.320166110992432,-7.327112197875977,0.0215483158826828
670000,235.5049835948991,2.7619426250457764,-9.656338691711426,0.023241527378559113
680000,223.1996058227375,2.8341312408447266,-10.477482795715332,0.02376290038228035
690000,291.3244390766294,4.188815593719482,-11.872979164123535,0.025081787258386612
700000,122.15477469922193,3.668783664703369,-9.207983016967773,0.02423451654613018
710000,315.44853804718616,4.147191524505615,-11.747133255004883,0.022756848484277725
720000,307.3435637309002,3.5993995666503906,-7.59343147277832,0.02213769033551216
730000,260.83706666032003,4.722315311431885,-1.623294711112976,0.0217752642929554
740000,289.16636973411033,3.9839799404144287,-6.907871246337891,0.0243989285081625
750000,429.53865530796867,3.943718910217285,-1.90519380569458,0.020630301907658577
760000,335.15632665056404,3.778434991836548,-7.269951820373535,0.024602055549621582
770000,224.29666885368025,5.085373878479004,-8.698368072509766,0.026146726682782173
780000,401.95800035116565,4.185656547546387,-11.113519668579102,0.02388426475226879
790000,332.5659725438116,3.7580323219299316,-9.657079696655273,0.02217458374798298
800000,250.6887929241099,3.4760210514068604,-7.121064186096191,0.029848121106624603
810000,348.2762331586422,6.688541412353516,-7.853044509887695,0.023842277005314827
820000,227.4593445625219,3.1398115158081055,-6.76922607421875,0.02097664773464203
830000,119.84851883870017,3.83486270904541,-9.025482177734375,0.021248752251267433
840000,333.4213617145877,3.650819778442383,-9.133047103881836,0.02227344922721386
850000,234.47068915838327,4.785882949829102,-7.2867889404296875,0.020454425364732742
860000,355.06038544112306,2.9639265537261963,-9.109862327575684,0.02486187219619751
870000,359.88154567122206,4.715811729431152,-8.606807708740234,0.026059111580252647
880000,448.07943031596017,3.9646646976470947,-9.853307723999023,0.025163011625409126
890000,226.57134597079485,3.9298975467681885,-7.061833381652832,0.02785152569413185
900000,371.0053053673805,3.7106776237487793,-5.526811122894287,0.02990706078708172
910000,380.64986687284585,3.2118422985076904,-3.0971081256866455,0.024879686534404755
920000,321.4419868794197,4.317747116088867,-2.0918331146240234,0.024817416444420815
930000,361.3025321977178,4.304858207702637,-2.030940532684326,0.029109138995409012
940000,251.1270694681463,4.433016777038574,-3.758579969406128,0.026306066662073135
950000,355.53978921588856,3.92781400680542,-1.2164020538330078,0.02239362522959709
960000,319.00305107834674,3.8499910831451416,-2.274163246154785,0.022129584103822708
970000,244.50727089358128,4.195146560668945,-2.184404134750366,0.02449004352092743
980000,205.8994136944014,6.411370277404785,-4.666616916656494,0.021022919565439224
990000,301.61151369632637,3.927109718322754,-3.7125329971313477,0.02350449003279209
1000000,200.0339080404213,4.4324049949646,-1.4494848251342773,0.02673615887761116
